id, user_id,loo_id,issue_type,comment,picture_url,state,source,gender,resolved_at,created_at,updated_at
9372,Z6001,54,no water,,,resolved,hardware,male,1460052750651,1454114293824,1459259624080
9373,E77,90,no soap,,,resolved,app,female,1457306705968,1453231654339,1459018918825
9374,R2449,32,no water,,,resolved,hardware,female,1457593614066,1457280730366,1453329235797
9375,D3526,21,broken,,,resolved,app,male,1456713653155,1456623783409,1459965007583
9376,Y377,59,broken,,,resolved,app,male,1460479552527,1459754181533,1456127536324
9377,P5736,72,dirty,,,pending,app,male,,1453698735001,1458683720470
9378,Z2008,71,dirty,,,resolved,hardware,male,1459797032364,1454036131152,1459079865483
9379,T6019,90,no soap,,,pending,hardware,male,,1455046404092,1459573995905
9380,R9234,23,dirty,,,pending,app,female,,1454846223430,1458695810630
9381,C2730,51,broken,,,pending,hardware,female,,1457611430932,1453691178991
9382,W7965,52,broken,,,resolved,hardware,male,1459055976677,1453072399149,1455491675180
9383,J2281,30,no water,,,resolved,app,male,1460374155315,1459980368570,1454874509963
9384,C1521,34,dirty,,,resolved,hardware,female,1458794421648,1458234733732,1457947995526
9385,E1392,27,no soap,,,resolved,hardware,female,1459703557334,1457750063544,1457643447219
9386,D7142,77,no soap,,,resolved,hardware,female,1458494578738,1454118600005,1453460023554
9387,N9227,59,dirty,,,pending,hardware,female,,1453066752483,1453423269706
9388,Z2765,98,broken,,,resolved,hardware,male,1459222627120,1458419648278,1456859605312
9389,C541,52,no soap,,,pending,app,female,,1460131765077,1458550653009
9390,W3079,32,no soap,,,resolved,hardware,male,1459544036429,1459313051510,1457911241780
9391,T8655,35,no soap,,,resolved,hardware,male,1455988543048,1453621859918,1459278468778
9392,K2981,29,dirty,,,resolved,hardware,male,1458738083074,1458455429355,1453225261615
9393,P2504,94,no soap,,,resolved,hardware,female,1460263546161,1460154258038,1457312393301
9394,F4459,67,no soap,,,pending,hardware,female,,1458316392543,1453416299429
9395,N1040,57,no water,,,pending,app,female,,1454436623732,1453984478339
9396,I3664,54,broken,,,pending,app,male,,1455726018975,1455990727955
9397,L3432,21,no water,,,resolved,app,female,1460273148512,1458663685898,1454418169940
9398,E2819,33,no water,,,pending,hardware,male,,1455725877573,1454445325966
9399,Q2227,1,no water,,,resolved,app,male,1459468889326,1458732313668,1452853861409
9400,W53,1,no water,,,resolved,hardware,male,1460066772089,1459798528597,1457906489573
9401,V781,55,dirty,,,pending,app,female,,1457935506516,1454740948377
9402,F4046,76,no water,,,pending,hardware,male,,1453334248490,1456498375769
9403,B695,31,dirty,,,pending,app,female,,1458368987438,1454515316249
9404,X8109,33,no water,,,resolved,app,female,1456099078768,1453882384788,1457957264728
9405,I145,51,dirty,,,pending,app,female,,1454315516688,1458790202895
9406,U6264,44,no water,,,resolved,app,male,1456580387099,1454981164075,1459063515584
9407,Y8338,11,broken,,,resolved,hardware,male,1458930269099,1455249242473,1452684256586
9408,N8726,34,no soap,,,resolved,app,male,1460263663256,1459803219781,1456510690707
9409,R7486,49,no soap,,,pending,hardware,female,,1454313368806,1456847742321
9410,B934,40,no soap,,,pending,hardware,male,,1455291026457,1453095051302
9411,P9018,56,no soap,,,pending,hardware,male,,1454828617095,1455039080240
9412,T153,48,no water,,,resolved,hardware,female,1455524259598,1454984893675,1455684666157
9413,B6016,82,broken,,,resolved,app,male,1460060318567,1459528650003,1456007689137
9414,T5745,72,broken,,,pending,app,female,,1458493054810,1460067433268
9415,F5712,13,no water,,,pending,app,female,,1455622664508,1457314546545
9416,B4350,67,no soap,,,pending,hardware,female,,1454869069349,1456241747304
9417,V3150,18,no soap,,,pending,app,female,,1457119197780,1456882544805
9418,W1665,20,broken,,,pending,hardware,female,,1457715677441,1459820789943
9419,G4355,63,no water,,,pending,app,male,,1456081248874,1455061980833
9420,B4143,44,dirty,,,resolved,hardware,male,1455061469714,1454648442209,1459646017713
9421,O8020,27,no soap,,,pending,hardware,male,,1455782247958,1458558687480
9422,H7372,6,no water,,,resolved,hardware,male,1459276131578,1458721426732,1459382630072
9423,W6243,61,broken,,,resolved,app,female,1460274797961,1454144412527,1452732228696
9424,M8250,23,no soap,,,pending,hardware,female,,1459513706721,1455621640791
9425,U2228,56,no water,,,pending,hardware,female,,1457516496092,1458428260431
9426,G1551,30,dirty,,,resolved,hardware,female,1459323536337,1459155404957,1459800871900
9427,D67,49,dirty,,,pending,hardware,male,,1456561583282,1458403331190
9428,E5068,29,no soap,,,resolved,app,female,1457235749834,1452788708339,1453456833674
9429,X9661,14,no soap,,,pending,hardware,male,,1457547908080,1458078723257
9430,Q748,41,broken,,,resolved,app,female,1458233851734,1458176864923,1454295883262
9431,G4644,64,broken,,,pending,app,male,,1454754130283,1453665853364
9432,S4586,72,dirty,,,resolved,app,female,1457956120959,1455026796651,1453228496535
9433,B8860,70,broken,,,pending,app,female,,1455879315533,1455845076828
9434,S7285,51,no soap,,,pending,app,male,,1457814488330,1453248609033
9435,D9727,28,broken,,,pending,hardware,female,,1456811318195,1457807521646
9436,I5778,61,broken,,,resolved,app,male,1459192030625,1459140172900,1453292182881
9437,G817,3,no water,,,pending,hardware,female,,1455804707531,1455670527581
9438,Z1529,23,no soap,,,pending,app,male,,1459306905289,1453729239067
9439,R1971,8,no water,,,resolved,hardware,female,1458535228635,1456208417739,1455017229487
9440,F1314,81,broken,,,resolved,hardware,male,1459775157099,1457305702455,1456146100258
9441,D788,21,broken,,,pending,app,female,,1454246415755,1458731990032
9442,B5165,55,no soap,,,resolved,hardware,female,1457247478592,1455178720331,1460157123287
9443,V8959,31,broken,,,resolved,hardware,male,1459021659193,1458311433904,1458324767358
9444,V4455,68,broken,,,resolved,app,male,1459871654073,1459447136443,1457888775523
9445,W5290,23,broken,,,pending,hardware,female,,1454813621925,1459119558496
9446,S4861,64,broken,,,pending,hardware,male,,1454982378104,1453719066889
9447,S6850,29,broken,,,resolved,app,male,1457112288251,1452729225182,1456399697767
9448,R777,66,broken,,,pending,hardware,male,,1455933387198,1459936771128
9449,H5010,85,no soap,,,pending,hardware,female,,1455698705424,1457446166912
9450,H2963,73,no water,,,pending,hardware,male,,1452641118148,1457562061440
9451,P4368,55,broken,,,resolved,app,male,1457142209211,1456616333923,1458387583563
9452,A5557,63,no water,,,pending,hardware,female,,1454606658756,1452876481984
9453,H532,41,broken,,,resolved,app,female,1460108859034,1459690675409,1455269821650
9454,E6759,91,no water,,,resolved,hardware,female,1460252542261,1456111384464,1456548155687
9455,Y5495,2,no soap,,,pending,app,female,,1457006904615,1457318985324
9456,E6092,5,no water,,,resolved,hardware,female,1460034183114,1453753774078,1453175653083
9457,Q8187,16,broken,,,resolved,hardware,male,1454886080179,1454037121895,1458154662167
9458,I2503,18,broken,,,pending,hardware,male,,1453117756352,1452624100196
9459,B9106,82,no soap,,,pending,hardware,male,,1452980147834,1453586203315
9460,M5482,55,no water,,,resolved,app,male,1458209188461,1457735528844,1456013840941
9461,N8929,64,no soap,,,pending,hardware,female,,1455919132021,1457764247768
9462,E5113,47,no water,,,pending,app,male,,1460077236381,1455537005750
9463,O5596,36,no water,,,pending,app,female,,1454863667934,1458447222852
9464,N3769,45,no soap,,,resolved,hardware,female,1457570673964,1457102717686,1458236711507
9465,S7723,56,no soap,,,resolved,hardware,female,1459504967614,1459180422321,1454034588692
9466,X5264,65,no soap,,,pending,app,male,,1455059734253,1457709351049
9467,B8920,56,no water,,,resolved,app,female,1454953355188,1454656561942,1453397607492
9468,J632,89,dirty,,,pending,app,female,,1457306188008,1459423239267
9469,S5719,30,broken,,,resolved,hardware,female,1453403936342,1452854396172,1455468012586
9470,W2652,88,no soap,,,resolved,app,male,1454893458033,1453374445648,1457616327515
9471,S7296,83,no soap,,,pending,app,male,,1457486304623,1459075580136
9472,A8918,9,dirty,,,resolved,hardware,female,1459808856263,1452840545068,1460285237929
9473,W6531,3,no soap,,,pending,hardware,female,,1455605490722,1458078983432
9474,R4837,11,dirty,,,pending,hardware,male,,1459641524701,1454439921173
9475,J3149,93,dirty,,,pending,hardware,male,,1457335594573,1454275408321
9476,Z7876,10,no water,,,pending,hardware,male,,1458617133293,1453188118432
9477,R8462,32,dirty,,,pending,hardware,female,,1452921759204,1453744508820
9478,F4441,21,dirty,,,resolved,app,male,1459896177565,1459332894972,1459300054946
9479,E3573,62,no soap,,,pending,app,female,,1459066661880,1454456774470
9480,P3290,55,dirty,,,resolved,hardware,female,1459400330424,1454406663465,1454923069742
9481,F1668,73,dirty,,,pending,hardware,female,,1454357822083,1456849201499
9482,D4564,42,no water,,,resolved,app,male,1458542813282,1455145840261,1460357841108
9483,B8331,79,no soap,,,resolved,hardware,female,1456537951449,1456131799463,1459403107746
9484,P1432,3,no soap,,,resolved,app,male,1457540036023,1454089697143,1458489969699
9485,X2085,71,broken,,,resolved,app,female,1458075786303,1457845143967,1454181848440
9486,I3504,91,broken,,,pending,app,female,,1454328728601,1456765388408
9487,H35,26,broken,,,pending,app,female,,1456252339661,1456027255487
9488,J6352,87,no water,,,resolved,hardware,male,1460547798259,1459818587386,1460159384563
9489,P3462,22,no soap,,,pending,hardware,male,,1454354044591,1456484842182
9490,U4349,84,no soap,,,pending,hardware,male,,1458181930944,1455416810934
9491,V2483,78,dirty,,,pending,app,female,,1458844790691,1455374583698
9492,D7059,44,no water,,,pending,app,male,,1457778597284,1458045029042
9493,J380,75,dirty,,,resolved,hardware,female,1454512214263,1454403531443,1456948495176
9494,W9283,9,dirty,,,pending,app,male,,1455618773443,1453206693550
9495,U9026,80,broken,,,pending,app,female,,1452844382197,1456772040872
9496,T8314,64,broken,,,resolved,hardware,male,1457619168388,1455472732591,1455947488593
9497,C2341,79,broken,,,pending,app,male,,1455136354072,1455841194200
9498,M2022,99,broken,,,resolved,app,female,1456559461984,1454118846667,1455452916048
9499,C5211,21,no soap,,,pending,hardware,female,,1456334922033,1454427703793
9500,U966,31,no water,,,resolved,app,male,1460333257393,1460167537496,1458098581526
9501,F3705,68,no soap,,,pending,hardware,male,,1452910009836,1456104284942
9502,C4217,28,no soap,,,pending,hardware,female,,1453514872890,1460192673915
9503,Q1457,69,broken,,,pending,app,female,,1453308986028,1454768431563
9504,V458,96,no water,,,pending,app,male,,1457447209181,1456169357152
9505,S4448,80,no soap,,,pending,hardware,male,,1453289016130,1453825264243
9506,G1110,52,broken,,,pending,hardware,male,,1459808281800,1456248031064
9507,R4009,68,broken,,,resolved,hardware,male,1455418123309,1454957015863,1453526247250
9508,N7287,0,dirty,,,resolved,app,female,1459439473350,1459135804088,1454291431580
9509,T373,87,dirty,,,resolved,app,male,1454925481991,1453149637607,1453961002214
9510,Y6557,66,dirty,,,pending,app,male,,1453195694945,1453312494840
9511,Z6964,88,no soap,,,resolved,app,male,1458212209990,1457906919138,1452757010405
9512,A1896,30,no water,,,pending,app,male,,1454459064861,1453246699394
9513,R8363,97,no water,,,resolved,app,female,1458359329694,1457783786821,1453970212686
9514,Y8252,79,broken,,,resolved,hardware,male,1457572126527,1457166517821,1457260814892
9515,W2123,58,dirty,,,resolved,hardware,male,1458111534732,1457375034382,1459548366844
9516,J4560,4,dirty,,,pending,hardware,female,,1455179854770,1458211128212
9517,X846,80,no water,,,pending,app,female,,1453843903126,1455877691520
9518,X8975,41,dirty,,,pending,app,female,,1455842372672,1454752034212
9519,H4991,97,dirty,,,pending,hardware,female,,1459289453496,1452819155752
9520,X5329,86,broken,,,resolved,hardware,male,1456948648724,1456150329997,1457267204568
9521,E3373,99,no soap,,,resolved,app,male,1461185426067,1460328203085,1456119755123
9522,O2376,99,no water,,,resolved,hardware,male,1455584710400,1454872770196,1453615514186
9523,F2417,31,no soap,,,pending,hardware,female,,1456318812420,1457116591979
9524,R3086,61,dirty,,,pending,app,female,,1457282473842,1458672635603
9525,X7317,0,broken,,,resolved,hardware,male,1458255407990,1457870601921,1453533216417
9526,W1264,15,dirty,,,pending,hardware,male,,1455918385284,1452700533727
9527,V5918,21,no soap,,,pending,app,male,,1452708873224,1454690523065
9528,C3684,9,broken,,,resolved,hardware,male,1457201494218,1456343992396,1457028369609
9529,R993,6,broken,,,pending,app,male,,1454594803995,1457113317056
9530,D8158,45,no water,,,resolved,app,female,1460214184971,1459513185691,1452799270358
9531,G1727,98,no soap,,,resolved,app,male,1457938784835,1455977106394,1453606767054
9532,Q1300,22,no soap,,,resolved,app,male,1454339458365,1453994738668,1454705484339
9533,D5024,74,no soap,,,resolved,app,female,1458141009124,1453391721858,1455029562018
9534,R7144,26,no soap,,,resolved,app,male,1460338185113,1454800284156,1458410156145
9535,V2031,27,no soap,,,resolved,hardware,male,1457735488850,1456992457692,1455650831153
9536,L6837,3,broken,,,pending,app,female,,1455505174016,1458317079680
9537,S9286,75,no water,,,pending,app,male,,1452990001540,1458372391528
9538,N7865,75,no soap,,,resolved,hardware,male,1455859424325,1455509713155,1458153119770
9539,D781,57,no soap,,,resolved,hardware,male,1458355405148,1458164252741,1457402444168
9540,C2392,81,no soap,,,pending,hardware,female,,1459215447894,1453770812175
9541,P5559,56,no soap,,,resolved,hardware,male,1459342174537,1459115058630,1453923630061
9542,B5153,20,no water,,,resolved,app,male,1456767546377,1453542751773,1455827307266
9543,G6836,79,broken,,,pending,hardware,female,,1456956900851,1456037642782
9544,M4748,59,no water,,,resolved,hardware,female,1460149095348,1452726847058,1455233586796
9545,I3649,41,no water,,,pending,app,female,,1457509033967,1454171514481
9546,C5139,19,no water,,,pending,app,female,,1456417416163,1453170589951
9547,X2280,62,broken,,,pending,app,female,,1457773805936,1455111554226
9548,G3331,31,no soap,,,pending,app,female,,1453351709613,1457798336458
9549,W4681,49,no water,,,pending,app,female,,1454126660049,1455212502917
9550,J9180,74,no water,,,resolved,app,female,1457028911084,1453477922173,1460008395170
9551,Z1460,70,no soap,,,resolved,app,female,1460943406951,1460285741377,1453951724929
9552,P8533,96,broken,,,pending,app,female,,1456096046959,1452684770496
9553,L7624,66,no soap,,,pending,hardware,female,,1454343737816,1456986228022
9554,I7360,80,broken,,,pending,hardware,male,,1454867906101,1459691902103
9555,V9009,50,no water,,,resolved,hardware,female,1460142993455,1457207240566,1455552176789
9556,P2452,96,no water,,,resolved,app,female,1460678024874,1459858680365,1453118249799
9557,Y9974,14,broken,,,pending,hardware,male,,1455829192888,1454761363836
9558,F937,54,no water,,,pending,hardware,female,,1455990424409,1453552965697
9559,P3225,43,dirty,,,resolved,hardware,female,1455982016559,1455285730926,1452951486543
9560,F1791,8,no soap,,,pending,hardware,female,,1453532309127,1453582918131
9561,H9734,5,broken,,,pending,app,male,,1460187011154,1454562024164
9562,P4226,82,no water,,,pending,app,female,,1455660788821,1455847424661
9563,G1180,78,no water,,,resolved,hardware,male,1460297559571,1459936294122,1453758157106
9564,E5596,22,no soap,,,pending,app,female,,1458030241500,1460299112560
9565,J6852,55,broken,,,pending,app,female,,1455876130790,1456243414652
9566,N2529,67,no water,,,pending,hardware,female,,1454872917265,1457987272757
9567,J9169,11,broken,,,resolved,hardware,female,1459628917269,1453456586069,1459513224434
9568,O3712,23,dirty,,,pending,hardware,male,,1457761246031,1453322189887
9569,B6332,12,dirty,,,pending,hardware,male,,1457481775486,1457052847871
9570,H1076,56,broken,,,pending,hardware,female,,1460216966791,1460115215824
9571,Z1664,76,no water,,,resolved,hardware,male,1459213826451,1459019066449,1453657371325
9572,L2960,57,no soap,,,pending,app,male,,1453266455550,1456726181297
9573,C2716,21,no soap,,,resolved,hardware,male,1458164455047,1457623280794,1457882604865
9574,H7118,38,broken,,,resolved,app,female,1458702027832,1456743526824,1453306679225
9575,B7279,34,no water,,,pending,hardware,female,,1455142234756,1454610866887
9576,B4749,91,dirty,,,resolved,app,male,1453424526500,1453087456128,1454914873636
9577,M6620,61,no water,,,pending,app,male,,1459649161751,1454449481181
9578,M6290,47,no water,,,pending,hardware,male,,1457167130736,1456038190022
9579,J7691,33,broken,,,pending,app,male,,1459027541412,1456877069083
9580,S3436,38,no water,,,pending,app,male,,1459830676896,1460010453116
9581,G2844,80,dirty,,,resolved,hardware,male,1455004917142,1454941316453,1457834237980
9582,F303,57,dirty,,,resolved,app,male,1459433393739,1457470148935,1458344165739
9583,T4809,67,no water,,,resolved,app,male,1460897476550,1460097328320,1459529210784
9584,U692,19,broken,,,resolved,hardware,female,1459410091527,1459127905880,1460208023780
9585,F5390,20,no water,,,resolved,hardware,female,1459211307798,1454937976553,1453110151719
9586,Z6636,31,broken,,,pending,app,male,,1459899750554,1456772858901
9587,Y1949,55,dirty,,,pending,hardware,male,,1453381151697,1460000171370
9588,F5804,99,no water,,,pending,app,female,,1460009864463,1459414874310
9589,O5509,45,no water,,,pending,app,female,,1458978130863,1459792987760
9590,T6663,46,broken,,,pending,app,male,,1457083536569,1456248214475
9591,U6633,62,no soap,,,resolved,hardware,female,1459589947759,1458265270912,1453766187330
9592,Z3764,89,no soap,,,resolved,hardware,female,1458968523561,1453393436694,1456109595143
9593,R3469,85,no soap,,,pending,app,male,,1455407027795,1453065647709
9594,Q2873,66,dirty,,,resolved,app,female,1455316269116,1455056261106,1456399562754
9595,Z5866,30,broken,,,resolved,app,male,1457837526751,1456994449977,1455983933815
9596,O9571,79,no water,,,resolved,app,female,1457842954676,1457571165280,1455141692550
9597,F8828,8,broken,,,pending,hardware,female,,1455573572913,1452654868022
9598,R4412,98,broken,,,resolved,app,female,1458855631344,1458248918255,1454752886976
9599,J687,5,dirty,,,resolved,hardware,female,1455114056122,1455093534576,1453883986662
9600,X4882,62,no soap,,,resolved,hardware,male,1458466759043,1458206793088,1454077203670
9601,C2489,20,broken,,,pending,hardware,female,,1453035477451,1454898675281
9602,D9440,86,broken,,,resolved,app,female,1460232010621,1459559979340,1460351906293
9603,B3370,81,no soap,,,resolved,hardware,male,1457935951264,1457174749745,1453296681287
9604,D4359,20,broken,,,pending,hardware,female,,1453905211880,1458227686203
9605,Z7467,88,no water,,,pending,hardware,female,,1457518626170,1460252749179
9606,V5674,41,no water,,,pending,app,male,,1455319077499,1454088867093
9607,H1116,82,broken,,,resolved,app,female,1455231344823,1455171537390,1453477548730
9608,M1252,72,broken,,,pending,app,female,,1456303523679,1456255119074
9609,K5221,50,no soap,,,pending,hardware,female,,1454695026520,1452847329449
9610,O4863,99,broken,,,resolved,hardware,male,1454977041870,1453293687004,1459869117689
9611,U5131,0,dirty,,,pending,hardware,male,,1454199814275,1452980530833
9612,H8929,3,dirty,,,pending,hardware,male,,1457851743171,1459369363812
9613,D7056,64,dirty,,,resolved,hardware,female,1456800109156,1456062777196,1455542635487
9614,Z5936,23,no water,,,pending,app,female,,1459157832983,1454976890870
9615,F9142,2,no water,,,resolved,hardware,male,1459867277368,1459302228109,1458863592286
9616,C2983,25,broken,,,resolved,hardware,male,1457007305243,1456637328896,1452629415549
9617,E4696,87,no soap,,,pending,hardware,female,,1456167996183,1459062390879
9618,H8566,99,no water,,,resolved,hardware,female,1457960174440,1457668017084,1456381447230
9619,E1580,10,no water,,,pending,app,male,,1457542707949,1453763878976
9620,Y463,8,no soap,,,pending,app,female,,1453729049423,1457044892679
9621,S779,42,no water,,,resolved,app,male,1453507424635,1452648654526,1457107203094
9622,G7600,46,no water,,,pending,app,female,,1456523344669,1453031416438
9623,C3337,18,dirty,,,resolved,app,female,1460113946879,1459588214679,1454162861418
9624,E4411,93,no water,,,pending,app,female,,1458845240499,1455113926205
9625,H7646,21,broken,,,pending,hardware,female,,1459379067064,1454570999362
9626,Q6699,43,broken,,,resolved,hardware,male,1459273556608,1458515052394,1459739714200
9627,D1506,66,no soap,,,resolved,hardware,male,1459622696962,1459023273375,1452921780211
9628,I84,1,broken,,,pending,app,male,,1453348141232,1454433510445
9629,K1986,79,no water,,,resolved,app,female,1458301562858,1457801257338,1459283852648
9630,V401,73,dirty,,,pending,hardware,female,,1458293256462,1453256158986
9631,T1441,55,no soap,,,resolved,app,female,1459886029719,1455394100868,1457997055204
9632,B8900,98,no water,,,pending,app,male,,1453872803149,1458618507390
9633,O9670,29,broken,,,pending,hardware,female,,1454112314624,1457194207861
9634,R5446,6,broken,,,resolved,hardware,female,1458094270801,1453986662729,1459682855423
9635,S8804,12,no water,,,pending,hardware,male,,1457882265790,1456576651135
9636,B4788,54,no soap,,,resolved,app,male,1456385927399,1452747710028,1453637333603
9637,L5134,81,no water,,,pending,app,male,,1457468258686,1459956727090
9638,T9759,80,broken,,,resolved,hardware,male,1458467146982,1457911369998,1458688563469
9639,X9907,79,no water,,,resolved,app,female,1458889148581,1458039729542,1458575367885
9640,Q57,31,no soap,,,resolved,app,female,1459461500544,1454214673319,1457779225310
9641,R9636,67,dirty,,,resolved,hardware,female,1459992764507,1459626716999,1454885539309
9642,W6740,85,no soap,,,resolved,app,female,1458939291932,1453387832861,1456574063375
9643,M3728,95,no soap,,,pending,hardware,female,,1459820314086,1458450923114
9644,D1163,96,broken,,,pending,app,female,,1453367698510,1459655946809
9645,K3197,74,broken,,,pending,app,male,,1459130787325,1452613982309
9646,D1543,71,dirty,,,pending,hardware,male,,1455274449508,1454293965884
9647,L4532,16,no soap,,,pending,app,female,,1458361410304,1459918186131
9648,U1334,0,no water,,,pending,app,female,,1455717083423,1460144226753
9649,Z9646,69,no soap,,,resolved,hardware,male,1453192909104,1452676229882,1456271809525
9650,V9765,84,no soap,,,pending,app,male,,1454562881938,1454220928135
9651,G5062,58,no water,,,pending,app,female,,1453423472033,1458996944752
9652,P8277,85,broken,,,resolved,hardware,male,1458644541507,1457699034149,1453162876356
9653,N2336,40,no water,,,pending,app,female,,1455125175549,1453577542916
9654,N5854,3,broken,,,pending,app,female,,1457401288956,1455982230585
9655,R9262,50,dirty,,,pending,app,female,,1453721299208,1460271190942
9656,H6059,30,no water,,,resolved,hardware,female,1454185951287,1453647878164,1455660618701
9657,E5489,25,broken,,,pending,hardware,male,,1457190732056,1455956929452
9658,B400,66,broken,,,pending,hardware,male,,1459690687924,1453691144908
9659,C6171,46,broken,,,resolved,hardware,male,1459912269073,1459583673587,1455068827136
9660,D1285,52,no soap,,,resolved,app,male,1460195875451,1458172113924,1459494877470
9661,P7052,74,no water,,,resolved,hardware,female,1460271210833,1458862855385,1453103815593
9662,Q1049,33,no water,,,resolved,app,male,1457531233376,1454076517607,1452999101450
9663,K5024,99,no soap,,,resolved,app,male,1457772704901,1455586069227,1456648609478
9664,M765,14,broken,,,pending,app,male,,1455647377261,1453573182829
9665,D331,41,dirty,,,pending,app,female,,1459333042615,1458994549123
9666,D2604,8,broken,,,pending,app,female,,1456090808950,1456664573798
9667,U453,48,broken,,,resolved,app,male,1456884531089,1454587656912,1458754134973
9668,H5280,35,no soap,,,pending,hardware,male,,1457651509858,1457905708514
9669,D5195,42,broken,,,resolved,app,female,1458664603774,1458313248190,1457441079550
9670,P1875,8,no water,,,pending,hardware,male,,1452745611736,1453168856474
9671,D1181,9,no water,,,pending,hardware,female,,1455300111015,1454510641112
9672,T1715,1,dirty,,,resolved,app,male,1460150429308,1460005428753,1459494061137
9673,U8897,45,no soap,,,resolved,app,male,1455401321397,1453776930174,1459699779778
9674,V1591,44,no soap,,,resolved,app,male,1455022780349,1453850967342,1456573673600
9675,T4963,33,no water,,,resolved,app,female,1460256607479,1456482721186,1454047702527
9676,A2625,43,no water,,,resolved,app,female,1460802463248,1460254226809,1457218815667
9677,B6842,72,broken,,,pending,hardware,female,,1454412770096,1458991341382
9678,W7229,30,broken,,,resolved,hardware,male,1456472095065,1453698541223,1455050955060
9679,N2554,81,dirty,,,pending,hardware,male,,1455471312496,1456930134807
9680,H9816,62,no water,,,resolved,app,male,1460281622186,1457522579053,1457726026474
9681,J6584,69,no soap,,,resolved,app,male,1459902876476,1459643373354,1452625855746
9682,B641,67,broken,,,pending,hardware,female,,1459491629077,1455219257451
9683,R212,21,dirty,,,pending,hardware,female,,1459262707911,1455462095698
9684,C2229,84,broken,,,pending,app,male,,1454054410953,1459731356340
9685,E2587,23,no water,,,pending,app,male,,1453139647877,1457799905236
9686,J3703,4,broken,,,resolved,app,female,1460799572326,1460059663567,1454908333325
9687,H9074,87,no water,,,pending,hardware,male,,1460241573422,1455145125559
9688,P1949,22,broken,,,resolved,hardware,male,1455644515477,1455288885747,1458349407215
9689,S6302,82,broken,,,resolved,app,female,1458433628866,1454651270412,1453646259122
9690,G1392,42,dirty,,,resolved,app,male,1459747722060,1459099023817,1457323713817
9691,R4749,5,no water,,,pending,hardware,female,,1456278352398,1458636052724
9692,K5694,88,no soap,,,resolved,app,male,1456034241606,1455558314645,1454427906319
9693,M1683,45,no soap,,,resolved,hardware,male,1459058705213,1457759708006,1457842207889
9694,E7082,28,dirty,,,resolved,hardware,female,1458832939348,1458685528050,1455748316345
9695,Z995,7,no soap,,,resolved,app,female,1458153258067,1457354983675,1453985949794
9696,J1926,37,broken,,,pending,app,female,,1452790971544,1459636123101
9697,K5776,60,broken,,,resolved,hardware,male,1455857709701,1455464258183,1453111037332
9698,T5452,63,no soap,,,pending,hardware,female,,1454419193037,1459422353315
9699,V1462,51,no soap,,,pending,app,male,,1459443754815,1457703702617
9700,X2466,27,dirty,,,pending,hardware,female,,1457760791394,1453847356529
9701,F9595,73,dirty,,,pending,app,female,,1453016730451,1458514633080
9702,V5776,9,dirty,,,pending,hardware,male,,1458262043986,1457406613683
9703,B9505,52,broken,,,resolved,hardware,male,1455805095603,1455172414120,1457771186869
9704,I4922,52,no soap,,,resolved,app,female,1457356410118,1456955244627,1459650586225
9705,Q5347,83,no soap,,,pending,hardware,female,,1456533404052,1459201179711
9706,T114,50,broken,,,resolved,app,female,1456074120299,1455832403717,1454785921989
9707,Z971,40,no soap,,,pending,hardware,female,,1457828758418,1455122701480
9708,K5868,95,broken,,,resolved,hardware,female,1458819279182,1452703586685,1458526193290
9709,D7729,41,no water,,,pending,hardware,female,,1459720219934,1454714580507
9710,U3272,95,no water,,,pending,hardware,female,,1456800246615,1456860982744
9711,Z9056,60,broken,,,pending,hardware,female,,1453553586487,1452681118402
9712,J22,77,no soap,,,resolved,hardware,male,1460345062662,1460080122019,1453586828846
9713,F3470,24,broken,,,resolved,hardware,male,1457789054748,1457757082688,1455923593117
9714,X7090,12,dirty,,,pending,app,male,,1452696680764,1452632749919
9715,D2733,97,no soap,,,pending,app,female,,1458585726261,1459799367741
9716,M7063,15,broken,,,resolved,app,male,1459487201192,1455368222323,1453763343247
9717,S1941,67,no soap,,,pending,app,male,,1452659225453,1455764668189
9718,A2533,30,no soap,,,resolved,app,male,1459836607866,1459477053710,1457764115689
9719,E1708,25,no soap,,,pending,hardware,male,,1458317654624,1459082251661
9720,S1769,95,no water,,,pending,app,female,,1455788340743,1457674634204
9721,E2700,75,no water,,,pending,hardware,female,,1459448098346,1454701258604
9722,C8115,92,broken,,,pending,hardware,female,,1457175058081,1456505254389
9723,P1088,25,no soap,,,pending,hardware,female,,1454959542985,1458306329127
9724,Y8664,21,dirty,,,resolved,app,female,1454842113445,1454043032729,1454643570106
9725,W3231,66,no soap,,,resolved,hardware,female,1456770983522,1456003097914,1455699290040
9726,T2797,70,no water,,,pending,app,female,,1456990121382,1454733031951
9727,C5955,73,no soap,,,pending,app,female,,1454782890254,1460037356945
9728,R1351,1,broken,,,resolved,hardware,female,1460055564317,1455246291333,1455489622021
9729,Z2317,61,no water,,,pending,hardware,male,,1457283948040,1458366946495
9730,P9548,91,broken,,,pending,hardware,male,,1460107013187,1457122829358
9731,T9021,91,broken,,,resolved,app,female,1455741743290,1455058348259,1457713077162
9732,O5811,54,no water,,,pending,hardware,male,,1453007071876,1456896979143
9733,O1670,53,no soap,,,resolved,app,male,1460104623599,1459749003092,1457289380663
9734,G8781,62,dirty,,,resolved,hardware,female,1457432012647,1457240215539,1457634589776
9735,S2647,79,no water,,,pending,app,male,,1453794099936,1455368292411
